Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Upper West Side,40.787657998534854,-73.97705923630603,Bella Luna,40.78777144838228,-73.97146224975585,Italian Restaurant
Upper West Side,40.787657998534854,-73.97705923630603,Nice Matin,40.783302106913446,-73.97838339603005,French Restaurant
Upper West Side,40.787657998534854,-73.97705923630603,Lokal 83,40.78435289221301,-73.97361106714375,Mediterranean Restaurant
Upper West Side,40.787657998534854,-73.97705923630603,City Diner,40.791052360159746,-73.97441903351526,Diner
Upper West Side,40.787657998534854,-73.97705923630603,Saravanaa Bhavan,40.783578,-73.97786,South Indian Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Vivian Beaumont Theater,40.77353338373528,-73.98379206543375,Theater
Lincoln Square,40.773528889421655,-73.98533777001262,The Juilliard School,40.77363900959055,-73.9835230207205,School
Lincoln Square,40.773528889421655,-73.98533777001262,The Metropolitan Opera (Metropolitan Opera),40.7723786234569,-73.9834305003838,Opera House
Lincoln Square,40.773528889421655,-73.98533777001262,Walter Reade Theater,40.77378269862583,-73.98392424016612,Indie Movie Theater
Lincoln Square,40.773528889421655,-73.98533777001262,New York Public Library for the Performing Arts (LPA),40.77387382385821,-73.98504059638192,Library
Lincoln Square,40.773528889421655,-73.98533777001262,Film Society of Lincoln Center,40.7736089654995,-73.98357116949771,Indie Movie Theater
Lincoln Square,40.773528889421655,-73.98533777001262,New York Philharmonic,40.7725263585612,-73.98313945354337,Concert Hall
Lincoln Square,40.773528889421655,-73.98533777001262,David Geffen Hall,40.772579379609866,-73.9831244945526,Concert Hall
Lincoln Square,40.773528889421655,-73.98533777001262,Claire Tow Theater at Lincoln Center,40.77336508283733,-73.98405123347202,Indie Theater
Lincoln Square,40.773528889421655,-73.98533777001262,American Ballet Theatre at the Metropolitan Opera House,40.772350801996694,-73.9833118585769,Opera House
Lincoln Square,40.773528889421655,-73.98533777001262,New York City Ballet,40.77228008900936,-73.98328251896085,Theater
Lincoln Square,40.773528889421655,-73.98533777001262,Lincoln Center for the Performing Arts,40.772299740203685,-73.98314928265228,Performing Arts Venue
Lincoln Square,40.773528889421655,-73.98533777001262,David H. Koch Theater,40.77199437487606,-73.98347854614258,Theater
Lincoln Square,40.773528889421655,-73.98533777001262,Elinor Bunin Munroe Film Center,40.77370874917822,-73.98348927497864,Indie Movie Theater
Lincoln Square,40.773528889421655,-73.98533777001262,Lincoln Center’s Revson Fountain,40.77233002217005,-73.98329343630411,Fountain
Lincoln Square,40.773528889421655,-73.98533777001262,Met Opera Shop,40.772678,-73.984129,Gift Shop
Lincoln Square,40.773528889421655,-73.98533777001262,Damrosch Park,40.77217703584033,-73.98508910271165,Park
Lincoln Square,40.773528889421655,-73.98533777001262,Lincoln Center Out of Doors,40.772227916936686,-73.98531230790812,Performing Arts Venue
Lincoln Square,40.773528889421655,-73.98533777001262,Josie Robertson Plaza (Lincoln Center Plaza),40.7722274447236,-73.98302876064133,Plaza
Lincoln Square,40.773528889421655,-73.98533777001262,Alice Tully Hall at Lincoln Center,40.773461575021656,-73.9824089319623,Concert Hall
Lincoln Square,40.773528889421655,-73.98533777001262,CrossFit SPOT,40.77215092116481,-73.98610786931728,Gym / Fitness Center
Lincoln Square,40.773528889421655,-73.98533777001262,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,40.77404823246509,-73.98501181956064,High School
Lincoln Square,40.773528889421655,-73.98533777001262,FlyBarre Lincoln Center,40.77519532191418,-73.98413457594117,Gym / Fitness Center
Lincoln Square,40.773528889421655,-73.98533777001262,Lincoln Ristorante,40.77341322112094,-73.98353503896452,Italian Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Indie Food and Wine,40.77362264940538,-73.98357213265541,Café
Lincoln Square,40.773528889421655,-73.98533777001262,Flywheel Sports,40.775384,-73.984205,Cycle Studio
Lincoln Square,40.773528889421655,-73.98533777001262,Lincoln Square,40.773574459099386,-73.98210475604584,Plaza
Lincoln Square,40.773528889421655,-73.98533777001262,The Grand Tier,40.772360810788086,-73.9832972567667,American Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Apple Upper West Side,40.77500537520411,-73.98250658255392,Electronics Store
Lincoln Square,40.773528889421655,-73.98533777001262,The Casbah,40.77348798527766,-73.98172023108505,Food Truck
Lincoln Square,40.773528889421655,-73.98533777001262,The Phillips Club,40.774415190095255,-73.98292545600036,Hotel
Lincoln Square,40.773528889421655,-73.98533777001262,Kiehl's,40.774129211002,-73.98155137896538,Cosmetics Shop
Lincoln Square,40.773528889421655,-73.98533777001262,AMC Loews Lincoln Square 13,40.77494874429906,-73.98201292925947,Movie Theater
Lincoln Square,40.773528889421655,-73.98533777001262,Laurie M. Tisch Illumination Lawn,40.77323901900202,-73.98344755377325,Field
Lincoln Square,40.773528889421655,-73.98533777001262,Rosa Mexicano,40.7711658116102,-73.98308615208455,Mexican Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,YogaWorks Westside,40.772742,-73.981242,Yoga Studio
Lincoln Square,40.773528889421655,-73.98533777001262,Equinox Sports Club New York,40.77439,-73.981231,Gym
Lincoln Square,40.773528889421655,-73.98533777001262,Clark Studio Theater,40.7740691854791,-73.98467906522265,Theater
Lincoln Square,40.773528889421655,-73.98533777001262,The Metropolitan Opera Stage Door,40.773256053612286,-73.98558389274828,Opera House
Lincoln Square,40.773528889421655,-73.98533777001262,Gracefully,40.775195766225046,-73.98780901597966,Grocery Store
Lincoln Square,40.773528889421655,-73.98533777001262,Boulud Sud,40.77192955953719,-73.98157649135018,Mediterranean Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Épicerie Boulud,40.77203371788467,-73.98217041215067,Café
Lincoln Square,40.773528889421655,-73.98533777001262,Vanguard Wine Bar,40.77636373884985,-73.9831925786274,Wine Bar
Lincoln Square,40.773528889421655,-73.98533777001262,Mitzi E. Newhouse Theater,40.77340581409697,-73.98361112055268,Theater
Lincoln Square,40.773528889421655,-73.98533777001262,lululemon athletica,40.77230312801631,-73.98186117410654,Sporting Goods Shop
Lincoln Square,40.773528889421655,-73.98533777001262,The Smith,40.77151499215726,-73.98191213607788,American Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,P.J. Clarke's,40.771801961348544,-73.98290823855478,Burger Joint
Lincoln Square,40.773528889421655,-73.98533777001262,Atlantic Grill,40.77235308548872,-73.98150762793985,Seafood Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Bar Boulud,40.7718590542576,-73.98230114526464,French Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Peter Jay Sharp Theater,40.77370184029355,-73.98361156230322,Concert Hall
Lincoln Square,40.773528889421655,-73.98533777001262,David Rubenstein Atrium at Lincoln Center,40.771090418236135,-73.98267210067277,Performing Arts Venue
Lincoln Square,40.773528889421655,-73.98533777001262,Dante Park - Lincoln Center Triangle,40.77202918569011,-73.98248990630684,Plaza
Lincoln Square,40.773528889421655,-73.98533777001262,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,Gym
Lincoln Square,40.773528889421655,-73.98533777001262,The Juilliard Store,40.77435341151559,-73.98295742545906,College Bookstore
Lincoln Square,40.773528889421655,-73.98533777001262,Barclay's Capital Grove at Lincoln Center,40.77288661629857,-73.98355102214273,Park
Lincoln Square,40.773528889421655,-73.98533777001262,Breads Bakery - Lincoln Center,40.7710295,-73.98180789999999,Bakery
Lincoln Square,40.773528889421655,-73.98533777001262,Nanoosh,40.775823380783734,-73.9822036812238,Mediterranean Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Paul Milstein Pool and Terrace,40.77310778959217,-73.98359406557694,Plaza
Lincoln Square,40.773528889421655,-73.98533777001262,The Empire Hotel,40.771545,-73.98263,Hotel
Lincoln Square,40.773528889421655,-73.98533777001262,FIT RxN: NYC,40.77371838112694,-73.99001761744154,Gym / Fitness Center
Lincoln Square,40.773528889421655,-73.98533777001262,Tacos Y Quesadillas Mexico,40.773488791163544,-73.98549657721655,Food Truck
Lincoln Square,40.773528889421655,-73.98533777001262,Nalini Method,40.77190464950682,-73.9895558994474,Gym / Fitness Center
Lincoln Square,40.773528889421655,-73.98533777001262,Cafe Fiorello,40.771735000935664,-73.98199555811516,Italian Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,67 Wine & Spirits,40.77477471626753,-73.98082884782761,Wine Shop
Lincoln Square,40.773528889421655,-73.98533777001262,The Empire Hotel Rooftop,40.77156238487165,-73.98266719415489,Roof Deck
Lincoln Square,40.773528889421655,-73.98533777001262,Josh's Lincoln Center House of Musical Theatre,40.77194424396149,-73.98226603545042,Theater
Lincoln Square,40.773528889421655,-73.98533777001262,Boule & Cherie,40.77599029027833,-73.98336587134303,Café
Lincoln Square,40.773528889421655,-73.98533777001262,Century 21 Department Store,40.7740893,-73.9817959,Department Store
Lincoln Square,40.773528889421655,-73.98533777001262,SoulCycle West 60th Street,40.77246117365789,-73.98993027408413,Cycle Studio
Lincoln Square,40.773528889421655,-73.98533777001262,L'Arte Del Gelato,40.77268637446369,-73.98332719595884,Ice Cream Shop
Lincoln Square,40.773528889421655,-73.98533777001262,Bed Bath & Beyond,40.7726316,-73.9818792,Furniture / Home Store
Lincoln Square,40.773528889421655,-73.98533777001262,Lincoln Center Theater,40.77353919548124,-73.98373200958648,Theater
Lincoln Square,40.773528889421655,-73.98533777001262,All Seasons Nail & Spa,40.7732000519755,-73.98932504978148,Spa
Lincoln Square,40.773528889421655,-73.98533777001262,Cafe Luxembourg,40.777514,-73.983556,French Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Magnolia Bakery,40.775656663447734,-73.98032158613205,Bakery
Lincoln Square,40.773528889421655,-73.98533777001262,Joe: The Art of Coffee,40.7749910102078,-73.9802755128801,Coffee Shop
Lincoln Square,40.773528889421655,-73.98533777001262,Merkin Concert Hall,40.77517864857521,-73.98312962481987,Concert Hall
Lincoln Square,40.773528889421655,-73.98533777001262,The Empire Hotel Lobby Bar,40.77164962714453,-73.98233466662263,Bar
Lincoln Square,40.773528889421655,-73.98533777001262,CorePower Yoga,40.776861442798776,-73.9818026887538,Yoga Studio
Lincoln Square,40.773528889421655,-73.98533777001262,Seventieth Street Playground (aka PS 199 Playground),40.77747594570336,-73.98400937293768,Playground
Lincoln Square,40.773528889421655,-73.98533777001262,Le Pain Quotidien,40.77265656734981,-73.98163855075836,Bakery
Lincoln Square,40.773528889421655,-73.98533777001262,Unleashed by Petco,40.77444718631594,-73.98104936660039,Pet Store
Lincoln Square,40.773528889421655,-73.98533777001262,Dig Inn,40.77433733281869,-73.98154962403439,Salad Place
Lincoln Square,40.773528889421655,-73.98533777001262,Joanne Trattoria,40.77443169968248,-73.98054354601426,Italian Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Vive La Crêpe,40.77514985932948,-73.98051492316965,French Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Richard Tucker Square,40.77357467300629,-73.98196054620766,Plaza
Lincoln Square,40.773528889421655,-73.98533777001262,Renaissance Fine Wines & Spirits,40.777293344748806,-73.9880656744655,Wine Shop
Lincoln Square,40.773528889421655,-73.98533777001262,Noi Due,40.77608153873772,-73.98182259691175,Italian Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,Riverside Boulevard Dog Run,40.77623761865009,-73.98987543879235,Dog Run
Lincoln Square,40.773528889421655,-73.98533777001262,Starbucks,40.77139241,-73.9824237,Coffee Shop
Lincoln Square,40.773528889421655,-73.98533777001262,Barry’s Bootcamp UWS,40.77534766276245,-73.9799947494176,Gym / Fitness Center
Lincoln Square,40.773528889421655,-73.98533777001262,Kangol,40.775428415535984,-73.98035716996458,Accessories Store
Lincoln Square,40.773528889421655,-73.98533777001262,Pick A Bagel,40.773146004198075,-73.98940711907856,Bagel Shop
Lincoln Square,40.773528889421655,-73.98533777001262,West Elm,40.77018188358475,-73.9819729268482,Furniture / Home Store
Lincoln Square,40.773528889421655,-73.98533777001262,Gertrude Ederle Recreation Center,40.77149887501632,-73.98882265913235,Athletics & Sports
Lincoln Square,40.773528889421655,-73.98533777001262,La Boite en Bois,40.7748529160161,-73.98053622206075,French Restaurant
Lincoln Square,40.773528889421655,-73.98533777001262,MAC Cosmetics,40.77397353608048,-73.98140021150208,Cosmetics Shop
Lincoln Square,40.773528889421655,-73.98533777001262,Tucker Square Greenmarket,40.77354962832451,-73.98202935515505,Farmers Market
Lincoln Square,40.773528889421655,-73.98533777001262,Lincoln Square Steak,40.77767693988509,-73.98317210034625,Steakhouse
Lincoln Square,40.773528889421655,-73.98533777001262,Row House NYC,40.77152712646813,-73.98938990674594,Gym / Fitness Center
Clinton,40.75910089146212,-73.99611936309479,Pershing Square Signature Theater,40.759484562272895,-73.9950385524824,Theater
Clinton,40.75910089146212,-73.99611936309479,Pio Pio,40.76040696991703,-73.99489402770996,Peruvian Restaurant
Clinton,40.75910089146212,-73.99611936309479,Playwrights Horizons,40.758817619979915,-73.99357382102023,Theater
Clinton,40.75910089146212,-73.99611936309479,UCB Theatre Hell’s Kitchen,40.760499950120476,-73.997863306895,Comedy Club
Clinton,40.75910089146212,-73.99611936309479,The Victory,40.75927433585485,-73.99646791200374,Building
Clinton,40.75910089146212,-73.99611936309479,Manhattan Plaza Health Club (MPHC),40.75996689999999,-73.99458489999999,Gym
Clinton,40.75910089146212,-73.99611936309479,Equinox® at M Club,40.75920115265559,-73.99508032030828,Gym / Fitness Center
Clinton,40.75910089146212,-73.99611936309479,Stage 42,40.758866974859906,-73.9938772234132,Theater
Clinton,40.75910089146212,-73.99611936309479,YOTEL New York,40.75930134466157,-73.99539048136072,Hotel
Clinton,40.75910089146212,-73.99611936309479,Mémé Mediterranean,40.760904754375375,-73.99460052237751,Mediterranean Restaurant
Clinton,40.75910089146212,-73.99611936309479,Rustic Table,40.759754,-73.996013,Café
Clinton,40.75910089146212,-73.99611936309479,Little Pie Company,40.75950656369549,-73.99319888622144,Pie Shop
Clinton,40.75910089146212,-73.99611936309479,Manhattan Plaza Park,40.75989807538225,-73.99444862120194,Park
Clinton,40.75910089146212,-73.99611936309479,Mark Fisher Fitness - Ninja Clubhouse,40.75683627951094,-73.99471875886772,Gym / Fitness Center
Clinton,40.75910089146212,-73.99611936309479,Chez Josephine,40.75874739808714,-73.99339660073383,French Restaurant
Clinton,40.75910089146212,-73.99611936309479,Astro Dog Run,40.75816041666667,-73.996927,Dog Run
Clinton,40.75910089146212,-73.99611936309479,Treehaus,40.75929315254038,-73.99463256024305,Food Court
Clinton,40.75910089146212,-73.99611936309479,The OUT NYC Hotel,40.75975315901314,-73.99650344557443,Hotel
Clinton,40.75910089146212,-73.99611936309479,yotel galley,40.75924885022107,-73.99557412208887,Hotel Bar
Clinton,40.75910089146212,-73.99611936309479,M Club at MiMA,40.75882771990531,-73.9948342220298,Lounge
Clinton,40.75910089146212,-73.99611936309479,Walter's Cottage,40.75992709705884,-73.99529415340317,Sports Bar
Clinton,40.75910089146212,-73.99611936309479,The Westside Theater,40.75935013765587,-73.99276473897154,Indie Theater
Clinton,40.75910089146212,-73.99611936309479,Pan Aqua Diving,40.7599386094597,-73.99452003010043,Sporting Goods Shop
Clinton,40.75910089146212,-73.99611936309479,Theater Row - The Acorn,40.7585514688034,-73.9934189068339,Theater
Clinton,40.75910089146212,-73.99611936309479,Capizzi,40.757312071957266,-73.99346864470768,Pizza Place
Clinton,40.75910089146212,-73.99611936309479,Shorty's,40.75815902743957,-73.99280273587476,Sandwich Place
Clinton,40.75910089146212,-73.99611936309479,Grand Cru Wine & Spirits,40.76141099997067,-73.99771927038316,Wine Shop
Clinton,40.75910089146212,-73.99611936309479,TITLE Boxing Club NYC - Midtown West,40.75636043759353,-73.99731271933179,Gym / Fitness Center
Clinton,40.75910089146212,-73.99611936309479,Baryshnikov Arts Center,40.7562834864242,-73.99718114055341,Theater
Clinton,40.75910089146212,-73.99611936309479,44 & X,40.76108076085344,-73.9944435810639,American Restaurant
Clinton,40.75910089146212,-73.99611936309479,Lansdowne Road,40.76066701799484,-73.99494767189026,Pub
Clinton,40.75910089146212,-73.99611936309479,Life Time Athletic at Sky,40.76115126873309,-73.99913217426928,Gym
Clinton,40.75910089146212,-73.99611936309479,Green Room 42,40.759448299371336,-73.99508257493542,Performing Arts Venue
Clinton,40.75910089146212,-73.99611936309479,DiMenna Center for Classical Music,40.75632282156117,-73.99719159820236,Music School
Clinton,40.75910089146212,-73.99611936309479,Brooklyn Fare,40.756010383085886,-73.99638575725729,Supermarket
Clinton,40.75910089146212,-73.99611936309479,Sunac Natural Food,40.76072453468411,-73.99842514475792,Health Food Store
Clinton,40.75910089146212,-73.99611936309479,Yotel - Rooftop Cinema Club,40.759429476399106,-73.99504653708904,Movie Theater
Clinton,40.75910089146212,-73.99611936309479,Pod Times Square,40.75821446509751,-73.99315501347948,Hotel
Clinton,40.75910089146212,-73.99611936309479,The Actors Studio,40.76033891491542,-73.99328012583598,Theater
Clinton,40.75910089146212,-73.99611936309479,Domus,40.76007613776004,-73.99239962486234,Gift Shop
Clinton,40.75910089146212,-73.99611936309479,505W37,40.75690858825211,-73.99800734510892,Residential Building (Apartment / Condo)
Clinton,40.75910089146212,-73.99611936309479,Bea,40.759434,-73.99243,New American Restaurant
Clinton,40.75910089146212,-73.99611936309479,Grace Wine and Spirits,40.76074421957208,-73.99440318346024,Wine Shop
Clinton,40.75910089146212,-73.99611936309479,Ample Hills Creamery Pop Up,40.76245082042913,-73.99707133667775,Ice Cream Shop
Clinton,40.75910089146212,-73.99611936309479,Tabata Noodle Restaurant,40.757084713520314,-73.99353918666411,Noodle House
Clinton,40.75910089146212,-73.99611936309479,The Lion Theatre - Theater Row,40.75858296373533,-73.99318210654602,Theater
Clinton,40.75910089146212,-73.99611936309479,Gotham West Market,40.76244600614395,-73.99700307049363,Market
Clinton,40.75910089146212,-73.99611936309479,Ollie's Sichuan Restaurant,40.75869555247971,-73.99322083968677,Chinese Restaurant
Clinton,40.75910089146212,-73.99611936309479,The Alice Griffin Jewel Box Theatre,40.75946288301485,-73.99518523786081,Theater
Clinton,40.75910089146212,-73.99611936309479,New Dramatists,40.76010272025666,-73.99299719206462,Theater
Clinton,40.75910089146212,-73.99611936309479,West Bank Cafe,40.75865263806992,-73.99309881846278,American Restaurant
Clinton,40.75910089146212,-73.99611936309479,The Marshal,40.7613412833165,-73.9942768975244,New American Restaurant
Clinton,40.75910089146212,-73.99611936309479,Veritas Studio Wines,40.76216482709867,-73.99562415236564,Wine Shop
Clinton,40.75910089146212,-73.99611936309479,Voices of Gotham,40.757215262047424,-73.99438169874057,Concert Hall
Clinton,40.75910089146212,-73.99611936309479,Wine Escape,40.759914853622604,-73.99219335633057,Wine Bar
Clinton,40.75910089146212,-73.99611936309479,Chef's Table At Brooklyn Fare,40.75602376620261,-73.99636631297123,American Restaurant
Clinton,40.75910089146212,-73.99611936309479,Rudy's Bar & Grill,40.75997811520996,-73.99174632428418,Dive Bar
Clinton,40.75910089146212,-73.99611936309479,Red Poke,40.759032579304254,-73.99199356946293,Poke Place
Clinton,40.75910089146212,-73.99611936309479,Chimichurri Grill,40.759228888558525,-73.9920324585986,Steakhouse
Clinton,40.75910089146212,-73.99611936309479,Distrikt Hotel New York City,40.75670714599083,-73.99287335653906,Hotel
Clinton,40.75910089146212,-73.99611936309479,Massage Envy - Midtown West,40.76035088929084,-73.9966432478505,Spa
Clinton,40.75910089146212,-73.99611936309479,Social Drink and Food,40.75944805431904,-73.99521271484446,Cocktail Bar
Clinton,40.75910089146212,-73.99611936309479,Blossom Du Jour,40.75943408106111,-73.99184750984575,Vegetarian / Vegan Restaurant
Clinton,40.75910089146212,-73.99611936309479,Sea Breeze Fish Market,40.75717683936692,-73.99351769091956,Seafood Restaurant
Clinton,40.75910089146212,-73.99611936309479,Adella Wine Bar,40.75945554568737,-73.9930377008285,Wine Bar
Clinton,40.75910089146212,-73.99611936309479,Peter Jay Sharp Theater @ Playwrights Horizons,40.75878164659292,-73.99352456158583,Indie Theater
Clinton,40.75910089146212,-73.99611936309479,Mercato,40.75629813785912,-73.99350663463123,Italian Restaurant
Clinton,40.75910089146212,-73.99611936309479,West Vibe Salon + Beauty,40.76179385819139,-73.99271932252522,Spa
Clinton,40.75910089146212,-73.99611936309479,Legacy Records,40.75730195451937,-73.99835207067994,American Restaurant
Clinton,40.75910089146212,-73.99611936309479,The Terrace at Yotel,40.75946227252865,-73.99518392488254,Roof Deck
Clinton,40.75910089146212,-73.99611936309479,Hell's Chicken,40.76169618500672,-73.99404735425337,Fried Chicken Joint
Clinton,40.75910089146212,-73.99611936309479,Naked Boys Singing!,40.758602332277874,-73.9932672623801,Indie Theater
Clinton,40.75910089146212,-73.99611936309479,Think Coffee,40.760835327453286,-73.99907953267594,Coffee Shop
Clinton,40.75910089146212,-73.99611936309479,City Sandwich,40.760606,-73.99123,Sandwich Place
Clinton,40.75910089146212,-73.99611936309479,Club 7 By Iowa Sports,40.76082717166776,-73.99912031260314,Gym
Clinton,40.75910089146212,-73.99611936309479,Kiabacca,40.761678943346254,-73.99412438246532,Bar
Clinton,40.75910089146212,-73.99611936309479,Schmackary's,40.76027015715513,-73.9910410162772,Bakery
Clinton,40.75910089146212,-73.99611936309479,La Vela Dining & Bar,40.76115612063494,-73.9981398392287,Italian Restaurant
Clinton,40.75910089146212,-73.99611936309479,5 Napkin Burger,40.760180000000005,-73.9910951312828,Burger Joint
Clinton,40.75910089146212,-73.99611936309479,Clinton Gourmet Market,40.76195973895934,-73.9937603585276,Deli / Bodega
Clinton,40.75910089146212,-73.99611936309479,Westway Diner,40.7594122094148,-73.9917807575885,Diner
Clinton,40.75910089146212,-73.99611936309479,Queen of Sheba,40.76205268705003,-73.99360913413459,Ethiopian Restaurant
Clinton,40.75910089146212,-73.99611936309479,Tavola,40.75553079277017,-73.99476881950281,Italian Restaurant
Clinton,40.75910089146212,-73.99611936309479,Marseille,40.759837779846215,-73.99156406309389,French Restaurant
Clinton,40.75910089146212,-73.99611936309479,Turco Mediterranean Grill,40.75915761782478,-73.99202212667944,Mediterranean Restaurant
Clinton,40.75910089146212,-73.99611936309479,OBAO Hell's Kitchen,40.76056300016482,-73.99108715100483,Thai Restaurant
Clinton,40.75910089146212,-73.99611936309479,Esca,40.75919966307402,-73.99271339178085,Seafood Restaurant
Clinton,40.75910089146212,-73.99611936309479,Empire Coffee & Tea,40.75801695174228,-73.99289785463402,Coffee Shop
Clinton,40.75910089146212,-73.99611936309479,Romeo and Juliet Coffee,40.760726,-73.997724,Coffee Shop
Clinton,40.75910089146212,-73.99611936309479,MPHC Climbing Gym,40.75965729339654,-73.99408787051208,Rock Climbing Spot
Clinton,40.75910089146212,-73.99611936309479,Juice Generation,40.76039852555939,-73.99081694171616,Juice Bar
Clinton,40.75910089146212,-73.99611936309479,Theater Row - The Beckett,40.758205614500774,-73.99359471003437,Theater
Clinton,40.75910089146212,-73.99611936309479,Nizza,40.7601002556073,-73.9913776052288,Italian Restaurant
Clinton,40.75910089146212,-73.99611936309479,Silver Towers Dog Run,40.760853793051126,-73.99976474248675,Dog Run
Clinton,40.75910089146212,-73.99611936309479,J Casa Nyc,40.7561,-73.99428,Caribbean Restaurant
Clinton,40.75910089146212,-73.99611936309479,Il Punto Ristorante,40.75607945804827,-73.9945936203003,Italian Restaurant
Clinton,40.75910089146212,-73.99611936309479,Oaxaca Taqueria,40.75989403625988,-73.99214544534135,Taco Place
Clinton,40.75910089146212,-73.99611936309479,Etcetera Etcetera,40.759391822450695,-73.99103788186426,Italian Restaurant
Clinton,40.75910089146212,-73.99611936309479,Mud Sweat Tears Pottery,40.76224188919144,-73.99349958590342,Art Gallery
Clinton,40.75910089146212,-73.99611936309479,The Pearl Theatre Company,40.76063840184041,-73.9977413574938,Theater
Midtown,40.754691102706225,-73.98166882730305,New York Public Library Terrace,40.75301665207755,-73.98147986022437,Park
Midtown,40.754691102706225,-73.98166882730305,Nat Sherman Townhouse,40.75328314637699,-73.98035765297013,Smoke Shop
Midtown,40.754691102706225,-73.98166882730305,sweetgreen,40.7546399,-73.9831017,Salad Place
Midtown,40.754691102706225,-73.98166882730305,Bryant Park,40.75395491241381,-73.98398145637879,Park
Midtown,40.754691102706225,-73.98166882730305,Sofitel New York,40.75578722233005,-73.98176215591775,Hotel
Midtown,40.754691102706225,-73.98166882730305,Sophie's Cuban Cuisine,40.75592705154851,-73.98059774245192,Cuban Restaurant
Midtown,40.754691102706225,-73.98166882730305,Xi'an Famous Foods,40.75592639448767,-73.98075122395642,Chinese Restaurant
Midtown,40.754691102706225,-73.98166882730305,Joanna Vargas Skin Care,40.753136,-73.980721,Spa
Midtown,40.754691102706225,-73.98166882730305,Gabriel Kreuther,40.75414305569201,-73.98350459096378,French Restaurant
Midtown,40.754691102706225,-73.98166882730305,Equinox East 43rd Street,40.754089,-73.9799,Gym
Midtown,40.754691102706225,-73.98166882730305,Bluestone Lane,40.755195,-73.983271,Coffee Shop
Midtown,40.754691102706225,-73.98166882730305,COS,40.75367837580188,-73.98068597476947,Women's Store
Midtown,40.754691102706225,-73.98166882730305,NBA Store,40.75530524423989,-73.97937729490778,Sporting Goods Shop
Midtown,40.754691102706225,-73.98166882730305,Harvard Club of New York City,40.75556616844481,-73.98141031488505,Event Space
Midtown,40.754691102706225,-73.98166882730305,Strip House,40.75522972387351,-73.98088108167549,Steakhouse
Midtown,40.754691102706225,-73.98166882730305,TBD Downstairs,40.752891619188674,-73.98130764411556,Cocktail Bar
Midtown,40.754691102706225,-73.98166882730305,Andaz 5th Avenue,40.752834655201895,-73.98108065128326,Hotel
Midtown,40.754691102706225,-73.98166882730305,Whole Foods Market,40.75450746689136,-73.98429874954766,Grocery Store
Midtown,40.754691102706225,-73.98166882730305,Lantern's Keep,40.75583105009053,-73.98225689622853,Cocktail Bar
Midtown,40.754691102706225,-73.98166882730305,Cambria Suites Times Square,40.756437047171026,-73.98064613342285,Hotel
Midtown,40.754691102706225,-73.98166882730305,MUJI,40.75247095108687,-73.98134887218475,Miscellaneous Shop
Midtown,40.754691102706225,-73.98166882730305,Gotan,40.75660173346505,-73.98037190833062,Café
Midtown,40.754691102706225,-73.98166882730305,Upper Terrace - Bryant Park,40.75351532515499,-73.98313522338867,Park
Midtown,40.754691102706225,-73.98166882730305,Málà Project,40.75685008448552,-73.98085527505972,Szechuan Restaurant
Midtown,40.754691102706225,-73.98166882730305,Books Kinokuniya,40.75410632900814,-73.98465293186112,Bookstore
Midtown,40.754691102706225,-73.98166882730305,ASICS,40.75432726940922,-73.98393854962004,Clothing Store
Midtown,40.754691102706225,-73.98166882730305,Zara,40.75371559794147,-73.98094721858729,Clothing Store
Midtown,40.754691102706225,-73.98166882730305,Breads Bakery - Bryant Park Kiosk,40.75465936717608,-73.98416404927498,Bakery
Midtown,40.754691102706225,-73.98166882730305,Ippudo,40.75663441885212,-73.98044003896725,Ramen Restaurant
Midtown,40.754691102706225,-73.98166882730305,The Lionel Pincus and Princess Firyal Map Division,40.75342329651074,-73.98168579597639,Art Gallery
Midtown,40.754691102706225,-73.98166882730305,Swerve Fitness,40.756626438116555,-73.98030720333121,Cycle Studio
Midtown,40.754691102706225,-73.98166882730305,Koi New York,40.75275541257538,-73.98330420255661,Sushi Restaurant
Midtown,40.754691102706225,-73.98166882730305,Book Off,40.75641128441061,-73.9815928976681,Bookstore
Midtown,40.754691102706225,-73.98166882730305,Trini Paki Boys Halal Food cart,40.75514111496833,-73.98329276113816,Food Truck
Midtown,40.754691102706225,-73.98166882730305,Kreuther Handcrafted Chocolate,40.75424093994513,-73.98351924434688,Chocolate Shop
Midtown,40.754691102706225,-73.98166882730305,Beyond Bespoke,40.75698,-73.98069,Tailor Shop
